SKU,Produs,Link produs,Pret,Masina,Anii,Tip limitare,TEXTUL NOSTRU (de publicat),Se aplica?,Observatii,Textul lor (referinta),Sursa
TIPTESLACRV08116,Navigatie PilotOn Tip Tesla Honda CRV 2008-2011 9.7 inch 6GB 128GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-honda-cr-v-2008-2011-9-7-inch-6gb-128gb-8-core-4g,1649,honda crv,2008-2011,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-honda-cr-v-3-2006-2012/navigatie-dedicata-cu-android-honda-cr-v-iii-2006-2012-1gb-ram-radio-gps-dual-zone-display-hd-ips-9-touchscreen-internet-wi
ELANTRA101612GB2KPO,Navigatie PilotOn Hyundai Elantra 2010-2015 2K 12GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-2k-12gb-256gb-8-core,3299,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10164GB2KPO,Navigatie PilotOn Hyundai Elantra 2010-2015 2K 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-2k-4gb-64gb-8-core,1999,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10168GB2KPO,Navigatie PilotOn Hyundai Elantra 2010-2015 2K 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-2k-8gb-256gb-8-core,2799,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10162GBQPO,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 2GB 32GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-2gb-32gb-4-core,849,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10164GBQPO,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 4GB 64GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-4gb-64gb-4-core,999,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10164GBOPO,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-4gb-64gb-8-core,1399,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10164GBOPO2,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 4GB 64GB 8CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-4gb-64gb-8core,1599,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10166GBOPO,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 6GB 128GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-6gb-128gb-8-core,1599,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
ELANTRA10168GBOPO,Navigatie PilotOn Hyundai Elantra 2010-2015 9 inch 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-elantra-2010-2016-9-inch-8gb-256gb-8-core,2299,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
TIPTESLAELANTRA11132O,Navigatie PilotOn Tip Tesla Hyundai Elantra 2010-2015 9.7 inch 2GB 32GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-elantra-2011-2013-9-7-inch-2gb-32gb-8-core-4g,1495,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
TIPTESLAELANTRA11132Q,Navigatie PilotOn Tip Tesla Hyundai Elantra 2010-2015 9.7 inch 2GB 64GB 4 Core,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-elantra-2011-2013-9-7-inch-2gb-64gb-4-core,1175,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
TIPTESLAELANTRA11134,Navigatie PilotOn Tip Tesla Hyundai Elantra 2010-2015 9.7 inch 4GB 64GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-elantra-2011-2013-9-7-inch-4gb-64gb-8-core-4g,1449,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
TIPTESLAELANTRA11136,Navigatie PilotOn Tip Tesla Hyundai Elantra 2010-2015 9.7 inch 6GB 128GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-elantra-2011-2013-9-7-inch-6gb-128gb-8-core-4g,1649,hyundai elantra,2010-2015,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-elantra-5-2010-2016/navigatie-dedicata-cu-android-hyundai-elantra-v-2010-2014-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen
I30111712GB2KPO,Navigatie PilotOn Hyundai i30 2011-2017 2K 12GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-2k-12gb-256gb-8-core,3299,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011174GB2KPO,Navigatie PilotOn Hyundai i30 2011-2017 2K 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-2k-4gb-64gb-8-core,1999,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011178GB2KPO,Navigatie PilotOn Hyundai i30 2011-2017 2K 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-2k-8gb-256gb-8-core,2799,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011172GBQPO,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 2GB 32GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-2gb-32gb-4-core,849,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011174GBQPO,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 4GB 64GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-4gb-64gb-4-core,999,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011174GBOPO,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-4gb-64gb-8-core,1399,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011174GBOPO2,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 4GB 64GB 8CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-4gb-64gb-8core,1599,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011176GBOPO,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 6GB 128GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-6gb-128gb-8-core,1599,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I3011178GBOPO,Navigatie PilotOn Hyundai i30 2011-2017 9 inch 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i30-2011-2017-9-inch-8gb-256gb-8-core,2299,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
TIPTESLAI30GT11172O,Navigatie PilotOn Tip Tesla Hyundai i30 2011-2017 9.7 inch 2GB 32GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-i30-gt-2011-2017-9-7-inch-2gb-32gb-8-core-4g,1495,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
TIPTESLAI30GT11172Q,Navigatie PilotOn Tip Tesla Hyundai i30 2011-2017 9.7 inch 2GB 64GB 4 Core,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-i30-gt-2011-2017-9-7-inch-2gb-64gb-4-core,1175,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
TIPTESLAI30GT11174,Navigatie PilotOn Tip Tesla Hyundai i30 2011-2017 9.7 inch 4GB 64GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-i30-gt-2011-2017-9-7-inch-4gb-64gb-8-core-4g,1449,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
TIPTESLAI30GT11176,Navigatie PilotOn Tip Tesla Hyundai i30 2011-2017 9.7 inch 6GB 128GB 8 Core 4G,https://navi.piloton.ro/product/navigatie-piloton-tip-tesla-hyundai-i30-gt-2011-2017-9-7-inch-6gb-128gb-8-core-4g,1649,hyundai i30,2011-2017,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i30-gd-2011-2017/navigatie-dedicata-cu-android-hyundai-i30-2011-2017-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I40122012GB2KPO,Navigatie PilotOn Hyundai I40 2012-2020 2K 12GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-2k-12gb-256gb-8-core,3299,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012204GB2KPO,Navigatie PilotOn Hyundai I40 2012-2020 2K 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-2k-4gb-64gb-8-core,1999,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012208GB2KPO,Navigatie PilotOn Hyundai I40 2012-2020 2K 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-2k-8gb-256gb-8-core,2799,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012202GBQPO,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 2GB 32GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-2gb-32gb-4-core,849,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012204GBQPO,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 4GB 64GB 4 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-4gb-64gb-4-core,999,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012204GBOPO,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 4GB 64GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-4gb-64gb-8-core,1399,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012204GBOPO2,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 4GB 64GB 8CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-4gb-64gb-8core,1599,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012206GBOPO,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 6GB 128GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-6gb-128gb-8-core,1599,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
I4012208GBOPO,Navigatie PilotOn Hyundai I40 2012-2020 9 inch 8GB 256GB 8 CORE,https://navi.piloton.ro/product/navigatie-piloton-hyundai-i40-2012-2020-9-inch-8gb-256gb-8-core,2299,hyundai i40,2012-2020,Blocant la ei — navigație de fabrică (PROBABIL nu ni se aplică),"ATENȚIE: la ei e blocant, dar noi vindem variante dedicate pentru mașini cu navigație de fabrică (CCC/CIC/NBT). Foarte probabil NU se aplică — de confirmat.",,,Nu se poate monta pe masini care au navigatie originala din fabrica.,https://www.navigatiiandroid.ro/navigatie-hyundai-i40-2012-2020/navigatie-dedicata-cu-android-hyundai-i40-2012-2020-12gb-ram-radio-gps-dual-zone-display-2k-qled-9-5-touchscreen-internet-wi
